GLOBALEVENTID	EventTimeDate	MentionTimeDate	MentionType	MentionSourceName	MentionIdentifier	SentenceID	Actor1CharOffset	Actor2CharOffset	ActionCharOffset	InRawText	Confidence	MentionDocLen	MentionDocTone	MentionDocTranslationInfo	Extras
1210811698	20241119170000	20241119170000	1	cleveland19.com	https://www.cleveland19.com/2024/11/19/california-governor-delays-clemency-decision-menendez-brothers/	3	609	661	646	0	20	1069	-2.84090909090909		
1210811699	20241119170000	20241119170000	1	kold.com	https://www.kold.com/2024/11/19/california-governor-delays-clemency-decision-menendez-brothers/	3	609	678	646	0	20	1069	-2.84090909090909		
1210811699	20241119170000	20241119170000	1	cleveland19.com	https://www.cleveland19.com/2024/11/19/california-governor-delays-clemency-decision-menendez-brothers/	3	609	678	646	0	20	1069	-2.84090909090909		
1210811700	20241119170000	20241119170000	1	jpost.com	https://www.jpost.com/israel-news/article-829846	1	507	353	486	1	30	3001	-6.17529880478087		
1205124172	20241020000000	20241119170000	1	kpbs.org	https://www.kpbs.org/news/science-technology/2024/11/19/development-of-elon-musks-rocket-to-mars-will-likely-take-off-under-trump	6	1340	-1	1403	1	80	4352	0.418410041841		
1205124172	20241020000000	20241119170000	1	northcountrypublicradio.org	https://www.northcountrypublicradio.org/news/npr/nx-s1-5188416/development-of-elon-musk-s-rocket-to-mars-will-likely-take-off-under-trump	6	1576	-1	1639	1	80	4580	0.3968253968254		
1205124172	20241020000000	20241119170000	1	kpcw.org	https://www.kpcw.org/npr-top-stories/2024-11-19/development-of-elon-musks-rocket-to-mars-will-likely-take-off-under-trump	6	1340	-1	1403	1	80	4352	0.418410041841		
1205124172	20241020000000	20241119170000	1	kansaspublicradio.org	https://kansaspublicradio.org/npr-news/2024-11-19/development-of-elon-musks-rocket-to-mars-will-likely-take-off-under-trump	6	1340	-1	1403	1	80	4352	0.418410041841		
1210811701	20241119170000	20241119170000	1	ktvu.com	https://www.ktvu.com/news/lawyers-horrified-conditions-fci-dublin-transfers-alabama-prison	1	618	-1	566	0	20	5811	-4.75206611570248		
1210811702	20241119170000	20241119170000	1	ktvu.com	https://www.ktvu.com/news/lawyers-horrified-conditions-fci-dublin-transfers-alabama-prison	1	705	-1	566	1	10	5811	-4.75206611570248		
1210811703	20241119170000	20241119170000	1	ktvu.com	https://www.ktvu.com/news/lawyers-horrified-conditions-fci-dublin-transfers-alabama-prison	1	691	-1	547	0	20	5811	-4.75206611570248		
1210811704	20241119170000	20241119170000	1	ktvu.com	https://www.ktvu.com/news/lawyers-horrified-conditions-fci-dublin-transfers-alabama-prison	1	705	-1	547	1	10	5811	-4.75206611570248		
1210811705	20241119170000	20241119170000	1	ktvu.com	https://www.ktvu.com/news/lawyers-horrified-conditions-fci-dublin-transfers-alabama-prison	1	634	518	562	0	10	5811	-4.75206611570248		
1210811706	20241119170000	20241119170000	1	ktvu.com	https://www.ktvu.com/news/lawyers-horrified-conditions-fci-dublin-transfers-alabama-prison	1	665	533	577	0	10	5811	-4.75206611570248		
1210811707	20241119170000	20241119170000	1	ktvu.com	https://www.ktvu.com/news/lawyers-horrified-conditions-fci-dublin-transfers-alabama-prison	1	730	518	543	0	20	5811	-4.75206611570248		
1210811708	20241119170000	20241119170000	1	ktvu.com	https://www.ktvu.com/news/lawyers-horrified-conditions-fci-dublin-transfers-alabama-prison	1	618	588	566	0	20	5811	-4.75206611570248		
1210811709	20241119170000	20241119170000	1	ktvu.com	https://www.ktvu.com/news/lawyers-horrified-conditions-fci-dublin-transfers-alabama-prison	1	691	588	547	0	20	5811	-4.75206611570248		
1210811710	20241119170000	20241119170000	1	ktvu.com	https://www.ktvu.com/news/lawyers-horrified-conditions-fci-dublin-transfers-alabama-prison	1	705	588	547	1	10	5811	-4.75206611570248		
1210808788	20241119164500	20241119170000	1	abc11.com	https://abc11.com/post/boil-water-advisory-asheville-western-north-carolinas-system-is-finally-back-online-after-hurricane-helene/15559717/	6	1543	1631	1627	0	20	1533	-4.21455938697318		
1210756322	20241119120000	20241119170000	1	kuic.com	https://www.kuic.com/syndicated-article/?id=1594490	35	-1	10114	10173	0	40	12910	-1.17073170731707		
1210756322	20241119120000	20241119170000	1	kbtt.fm	https://www.kbtt.fm/syndicated-article/?id=1594490	35	-1	10114	10173	0	40	12910	-1.17073170731707		
1209350332	20241112000000	20241119170000	1	talkers.com	https://talkers.com/2024/11/19/talkers-news-notes-247/	4	-1	453	518	0	20	1660	4.6692607003891		
1210811711	20241119170000	20241119170000	1	taipeitimes.com	https://www.taipeitimes.com/News/taiwan/archives/2024/11/20/2003827193	9	2362	2472	2431	0	20	3799	1.158940397351		
1210811712	20241119170000	20241119170000	1	taipeitimes.com	https://www.taipeitimes.com/News/taiwan/archives/2024/11/20/2003827193	9	2394	2458	2432	1	30	3799	1.158940397351		
1209377946	20241112030000	20241119170000	1	kbtt.fm	https://www.kbtt.fm/syndicated-article/?id=1594509	4	627	693	707	0	10	2447	-7.77479892761394		
1209377946	20241112030000	20241119170000	1	ktbb.com	https://ktbb.com/post/?p=1370708	5	798	864	878	0	10	2602	-7.48129675810474		
1209377946	20241112030000	20241119170000	1	mix941.com	https://www.mix941.com/syndicated-article/?id=1594509	4	627	693	707	0	10	2447	-7.77479892761394		
1210811713	20241119170000	20241119170000	1	philstar.com	https://www.philstar.com/headlines/2024/11/20/2401492/dfa-chief-g7-diplomats-tackle-indo-pacific-security	1	224	58	143	1	100	2989	0.21739130434782		
1210803486	20241119161500	20241119170000	1	mendocinobeacon.com	https://www.mendocinobeacon.com/2024/11/19/iran-increased-uranium-stockpile-enriched-to-near-weapons-grade-un-says/	12	3680	3629	3617	0	10	4002	-1.1326860841424		
1209501710	20241112170000	20241119170000	1	mendocinobeacon.com	https://www.mendocinobeacon.com/2024/11/19/iran-increased-uranium-stockpile-enriched-to-near-weapons-grade-un-says/	12	3680	3629	3617	0	30	4002	-1.1326860841424		
1210803487	20241119161500	20241119170000	1	mendocinobeacon.com	https://www.mendocinobeacon.com/2024/11/19/iran-increased-uranium-stockpile-enriched-to-near-weapons-grade-un-says/	12	3691	3640	3628	1	60	4002	-1.1326860841424		
1210777335	20241119140000	20241119170000	1	yahoo.com	https://www.yahoo.com/news/ngos-shaking-human-rights-enforcement-140000970.html	1	246	164	183	1	100	12212	-5.249343832021		
1210777336	20241119140000	20241119170000	1	middle-east-online.com	https://www.middle-east-online.com/en/lebanons-army-cornered-politics-funding	9	2424	2505	2431	0	20	7955	-2.05533596837945		
1210777337	20241119140000	20241119170000	1	middle-east-online.com	https://www.middle-east-online.com/en/lebanons-army-cornered-politics-funding	9	2407	2488	2414	0	20	7955	-2.05533596837945		
1210777338	20241119140000	20241119170000	1	middle-east-online.com	https://www.middle-east-online.com/en/lebanons-army-cornered-politics-funding	9	2407	2488	2440	0	20	7955	-2.05533596837945		
1209357637	20241112003000	20241119170000	1	kbtt.fm	https://www.kbtt.fm/syndicated-article/?id=1594509	8	1726	-1	1755	1	30	2447	-7.77479892761394		
1209357637	20241112003000	20241119170000	1	mix941.com	https://www.mix941.com/syndicated-article/?id=1594509	8	1726	-1	1755	1	30	2447	-7.77479892761394		
1209357637	20241112003000	20241119170000	1	ktbb.com	https://ktbb.com/post/?p=1370708	9	1897	-1	1926	1	30	2602	-7.48129675810474		
1209364699	20241112011500	20241119170000	1	wuft.org	https://www.wuft.org/public-safety/2024-11-19/judge-considers-request-to-throw-out-evidence-in-trial-over-fatal-street-racing-crash	8	1450	-1	1502	1	100	4234	-6.8870523415978		
1209351728	20241112000000	20241119170000	1	kbtt.fm	https://www.kbtt.fm/syndicated-article/?id=1594509	8	1726	1758	1772	0	20	2447	-7.77479892761394		
1209351728	20241112000000	20241119170000	1	ktbb.com	https://ktbb.com/post/?p=1370708	9	1897	1929	1943	0	20	2602	-7.48129675810474		
1209351728	20241112000000	20241119170000	1	mix941.com	https://www.mix941.com/syndicated-article/?id=1594509	8	1726	1758	1772	0	20	2447	-7.77479892761394		
1210811714	20241119170000	20241119170000	1	bbc.com	https://www.bbc.com/pidgin/articles/cjw0pdv1dx2o	17	2718	2777	2812	1	100	4401	-4.72972972972973		
1209351792	20241112000000	20241119170000	1	jpost.com	https://www.jpost.com/israel-news/article-829846	7	1572	-1	1544	1	50	3001	-6.17529880478087		
1210811715	20241119170000	20241119170000	1	taipeitimes.com	https://www.taipeitimes.com/News/biz/archives/2024/11/20/2003827163	9	2675	2746	2730	0	20	3157	-0.61224489795918		
1210811716	20241119170000	20241119170000	1	taipeitimes.com	https://www.taipeitimes.com/News/biz/archives/2024/11/20/2003827163	9	2675	2726	2710	0	20	3157	-0.61224489795918		
1210706010	20241119061500	20241119170000	1	taipeitimes.com	https://www.taipeitimes.com/News/biz/archives/2024/11/20/2003827163	9	2653	2713	2700	1	60	3157	-0.61224489795918		
1210777345	20241119140000	20241119170000	1	middle-east-online.com	https://www.middle-east-online.com/en/lebanons-army-cornered-politics-funding	9	2397	2495	2421	1	60	7955	-2.05533596837945		
1210777346	20241119140000	20241119170000	1	middle-east-online.com	https://www.middle-east-online.com/en/lebanons-army-cornered-politics-funding	9	2397	2495	2447	1	80	7955	-2.05533596837945		
1210777347	20241119140000	20241119170000	1	yahoo.com	https://www.yahoo.com/news/ngos-shaking-human-rights-enforcement-140000970.html	1	111	164	74	1	50	12212	-5.249343832021		
1210811717	20241119170000	20241119170000	1	philstar.com	https://www.philstar.com/headlines/2024/11/20/2401492/dfa-chief-g7-diplomats-tackle-indo-pacific-security	1	58	258	176	0	20	2989	0.21739130434782		
1210811718	20241119170000	20241119170000	1	philstar.com	https://www.philstar.com/headlines/2024/11/20/2401492/dfa-chief-g7-diplomats-tackle-indo-pacific-security	1	58	240	158	0	20	2989	0.21739130434782		
1210811719	20241119170000	20241119170000	1	philstar.com	https://www.philstar.com/headlines/2024/11/20/2401492/dfa-chief-g7-diplomats-tackle-indo-pacific-security	1	58	224	143	1	60	2989	0.21739130434782		
1210811720	20241119170000	20241119170000	1	jpost.com	https://www.jpost.com/international/article-829833	12	2611	2623	2618	0	10	3625	-1.40597539543058		
1210811721	20241119170000	20241119170000	1	jpost.com	https://www.jpost.com/international/article-829833	12	2625	2637	2632	0	10	3625	-1.40597539543058		
1210674294	20241119014500	20241119170000	1	faceofmalawi.com	https://www.faceofmalawi.com/2024/11/19/tiktoker-sentenced-2-years-imprisonment-for-insulting-ugandas-president/	3	218	-1	269	0	40	1167	-11.39896373057		
1210674295	20241119014500	20241119170000	1	faceofmalawi.com	https://www.faceofmalawi.com/2024/11/19/tiktoker-sentenced-2-years-imprisonment-for-insulting-ugandas-president/	3	218	381	359	0	20	1167	-11.39896373057		
1210756322	20241119120000	20241119170000	1	kbtt.fm	https://www.kbtt.fm/syndicated-article/?id=1594490	35	10114	-1	10173	0	40	12910	-1.17073170731707		
1210756322	20241119120000	20241119170000	1	kuic.com	https://www.kuic.com/syndicated-article/?id=1594490	35	10114	-1	10173	0	40	12910	-1.17073170731707		
1209354775	20241112001500	20241119170000	1	talkers.com	https://talkers.com/2024/11/19/talkers-news-notes-247/	4	453	-1	518	0	20	1660	4.6692607003891		
1210811722	20241119170000	20241119170000	1	taipeitimes.com	https://www.taipeitimes.com/News/taiwan/archives/2024/11/20/2003827192	8	2131	2240	2246	1	100	2542	0.24330900243309		
1209529065	20241112200000	20241119170000	1	taipeitimes.com	https://www.taipeitimes.com/News/taiwan/archives/2024/11/20/2003827192	8	2131	2219	2198	1	100	2542	0.24330900243309		
1209508770	20241112180000	20241119170000	1	ktbb.com	https://ktbb.com/post/?p=1370708	9	1908	-1	1922	0	10	2602	-7.48129675810474		
1209508770	20241112180000	20241119170000	1	mix941.com	https://www.mix941.com/syndicated-article/?id=1594509	8	1737	-1	1751	0	10	2447	-7.77479892761394		
