1256334114	20250806	202508	2025	2025.5918	USAGOV	UNITED STATES	USA					GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-3.20665083135391	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20250807233000	https://redstate.com/katie-jerkovich/2025/08/07/grieving-mother-reveals-letter-from-trump-after-son-was-killed-in-dc-shared-whos-not-reached-out-n2192572
1256334115	20250807	202508	2025	2025.5945											AGR	FARMER						AGR			0	046	046	04	1	7.0	1	1	1	-1.89098998887653	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250807233000	https://www.goulburnpost.com.au/story/9035523/goulburn-group-applauds-state-inquiry-into-waste-incineration/
1256334116	20250807	202508	2025	2025.5945											AUS	AUSTRALIA	AUS								0	014	014	01	1	0.0	2	1	2	-2.62228946041352	0								4	Belconnen, Australian Capital Territory, Australia	AS	AS01	4940	-35.2167	149.083	-1558295	4	Belconnen, Australian Capital Territory, Australia	AS	AS01	4940	-35.2167	149.083	-1558295	20250807233000	https://www.canberratimes.com.au/story/9035404/hecs-and-australias-future-skilled-workforce/
1256334117	20250807	202508	2025	2025.5945											AUS	AUSTRALIA	AUS								0	040	040	04	1	1.0	4	1	4	-1.89098998887653	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Goulburn, New South Wales, Australia	AS	AS02	154641	-34.7515	149.721	-1576139	20250807233000	https://www.goulburnpost.com.au/story/9035523/goulburn-group-applauds-state-inquiry-into-waste-incineration/
1256334118	20250807	202508	2025	2025.5945											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	2	1	2	-7.34618916437098	0								4	Darlinghurst, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1569000	4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	20250807233000	https://www.ulladullatimes.com.au/story/9035993/gareth-ward-loses-court-fight-to-keep-his-mp-seat/
1256334119	20250807	202508	2025	2025.5945											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	20	1	10	-0.12953367875648	0								4	Gannawarra, Victoria, Australia	AS	AS07	5374	-35.7333	144.15	-1574487	4	Gannawarra, Victoria, Australia	AS	AS07	5374	-35.7333	144.15	-1574487	20250807233000	https://www.stockandland.com.au/story/9035561/leaders-say-theres-more-to-biosecurity-than-trade-relations/
1256334120	20250807	202508	2025	2025.5945											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	4	1	4	-7.34618916437098	0								4	Ulladulla, New South Wales, Australia	AS	AS02	5081	-35.3591	150.472	-1606414	4	Illawarra, Victoria, Australia	AS	AS07	5410	-37.0667	142.7	-1579342	20250807233000	https://www.ulladullatimes.com.au/story/9035993/gareth-ward-loses-court-fight-to-keep-his-mp-seat/
1256334121	20250807	202508	2025	2025.5945											AUS	AUSTRALIA	AUS								0	100	100	10	3	-5.0	10	1	10	-0.12953367875648	0								4	Gannawarra, Victoria, Australia	AS	AS07	5374	-35.7333	144.15	-1574487	4	Gannawarra, Victoria, Australia	AS	AS07	5374	-35.7333	144.15	-1574487	20250807233000	https://www.stockandland.com.au/story/9035561/leaders-say-theres-more-to-biosecurity-than-trade-relations/
1256334122	20250807	202508	2025	2025.5945											BEL	WATERLOO	BEL								1	051	051	05	1	3.4	1	1	1	4.98338870431894	0								4	Wellington County, Ontario, Canada	CA	CA08	12688	43.8	-80.5	-575723	4	Wellington County, Ontario, Canada	CA	CA08	12688	43.8	-80.5	-575723	20250807233000	https://www.cambridgetimes.ca/news/waterloo-region/win-vip-package-for-lady-gaga-in-cambridge-rare-raffle/article_f3c3a23d-2109-52bf-8dcb-773a9ec49c0c.html
1256334123	20250807	202508	2025	2025.5945											BUS	INDUSTRY						BUS			0	020	020	02	1	3.0	6	1	6	-0.12953367875648	0								4	Gannawarra, Victoria, Australia	AS	AS07	5374	-35.7333	144.15	-1574487	4	Gannawarra, Victoria, Australia	AS	AS07	5374	-35.7333	144.15	-1574487	20250807233000	https://www.stockandland.com.au/story/9035561/leaders-say-theres-more-to-biosecurity-than-trade-relations/
1256334124	20250807	202508	2025	2025.5945											BUS	INDUSTRY						BUS			0	112	112	11	3	-2.0	6	1	6	-0.12953367875648	0								4	Gannawarra, Victoria, Australia	AS	AS07	5374	-35.7333	144.15	-1574487	4	Gannawarra, Victoria, Australia	AS	AS07	5374	-35.7333	144.15	-1574487	20250807233000	https://www.stockandland.com.au/story/9035561/leaders-say-theres-more-to-biosecurity-than-trade-relations/
1256334125	20250807	202508	2025	2025.5945											CAN	TORONTO	CAN								1	042	042	04	1	1.9	10	1	10	-4.93827160493827	0								3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20250807233000	https://www.cbsnews.com/detroit/news/detroit-flight-attendant-sues-delta-endeavor-toronto-plane-crash/
1256334126	20250807	202508	2025	2025.5945											CAN	CANADA	CAN								1	051	051	05	1	3.4	2	1	2	4.98338870431894	0								4	Wellington County, Ontario, Canada	CA	CA08	12688	43.8	-80.5	-575723	4	Wellington County, Ontario, Canada	CA	CA08	12688	43.8	-80.5	-575723	20250807233000	https://www.cambridgetimes.ca/news/waterloo-region/win-vip-package-for-lady-gaga-in-cambridge-rare-raffle/article_f3c3a23d-2109-52bf-8dcb-773a9ec49c0c.html
1256334127	20250807	202508	2025	2025.5945											CAN	CANADA	CAN								1	1124	112	11	3	-2.0	2	1	2	4.98338870431894	0								4	Wellington County, Ontario, Canada	CA	CA08	12688	43.8	-80.5	-575723	4	Wellington County, Ontario, Canada	CA	CA08	12688	43.8	-80.5	-575723	20250807233000	https://www.cambridgetimes.ca/news/waterloo-region/win-vip-package-for-lady-gaga-in-cambridge-rare-raffle/article_f3c3a23d-2109-52bf-8dcb-773a9ec49c0c.html
1256334128	20250807	202508	2025	2025.5945											CHN	CHINA	CHN								0	010	010	01	1	0.0	2	1	2	-1.22180451127819	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250807233000	https://www.canberratimes.com.au/story/9034938/adf-sees-growth-with-new-recruitment-strategies/
1256334129	20250807	202508	2025	2025.5945											CHN	CHINA	CHN								0	100	100	10	3	-5.0	2	1	2	-1.22180451127819	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250807233000	https://www.canberratimes.com.au/story/9034938/adf-sees-growth-with-new-recruitment-strategies/
1256334130	20250807	202508	2025	2025.5945											COPCOP	POLICE						COP	COP		1	173	173	17	4	-5.0	2	1	2	-9.62566844919786	0								3	Citrus Heights, California, United States	US	USCA		38.7071	-121.281	1655900	3	Citrus Heights, California, United States	US	USCA		38.7071	-121.281	1655900	20250807233000	https://www.cbsnews.com/sacramento/news/citrus-heights-2024-fentanyl-death-homicide-arrests/
1256334131	20250807	202508	2025	2025.5945											CVL	COMMUNITY						CVL			0	040	040	04	1	1.0	6	1	6	-1.89098998887653	0								4	Tarago, New South Wales, Australia	AS	AS02	154634	-35.0667	149.65	-1603595	4	Tarago, New South Wales, Australia	AS	AS02	154634	-35.0667	149.65	-1603595	20250807233000	https://www.goulburnpost.com.au/story/9035523/goulburn-group-applauds-state-inquiry-into-waste-incineration/
1256334132	20250807	202508	2025	2025.5945											CVL	VILLAGE						CVL			1	042	042	04	1	1.9	5	1	5	0	0								5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20250807233000	https://timesofindia.indiatimes.com/city/bhubaneswar/over-1900-villages-in-odisha-lack-mobile-connectivity-mos/articleshow/123173827.cms
1256334133	20250807	202508	2025	2025.5945											CVL	COMMUNITY						CVL			1	043	043	04	1	2.8	5	1	5	1	0								4	Fengqiao, Anhui, China	CH	CH01	13144	31.6937	118.534	-3829737	4	Fengqiao, Anhui, China	CH	CH01	13144	31.6937	118.534	-3829737	20250807233000	https://www.solomonstarnews.com/awareness-conducted-at-fighter-one-community-in-henderson/
1256334134	20250807	202508	2025	2025.5945											CVL	SCIENTIST						CVL			1	045	045	04	1	5.0	10	1	10	2.14285714285714	0								1	Tajikistan	TI	TI		39	71	TI	1	Tajikistan	TI	TI		39	71	TI	20250807233000	https://english.news.cn/20250808/f3e947cb05fe4860b212f78fff3c04b5/c.html
1256334135	20250807	202508	2025	2025.5945											CVL	INDIGENOUS PEOPLE						CVL			0	046	046	04	1	7.0	5	1	5	-2.39085239085239	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20250807233000	https://www.canberratimes.com.au/story/9034529/opinion-claims-of-act-police-racism-do-not-stack-up/
1256334136	20250807	202508	2025	2025.5945											EDU	SCHOOL						EDU			0	020	020	02	1	3.0	10	1	10	-1.76125244618395	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20250807233000	https://www.kens5.com/article/news/education/san-antonio-texas-schools-cell-phone-policy-electronic-ban-mandate-public-charter-schools-satx/273-9eb03144-41e7-4d8a-a31d-e3e5d54d842e
1256334137	20250807	202508	2025	2025.5945											EDU	SCHOOL						EDU			1	036	036	03	1	4.0	3	1	3	0	0								3	Montgomery County, Maryland, United States	US	USMD		39.1501	-77.1997	1712500	3	Montgomery County, Maryland, United States	US	USMD		39.1501	-77.1997	1712500	20250807233000	https://www.washingtonexaminer.com/news/3490969/moms-for-liberty-hate-group-police-training-committee/
1256334138	20250807	202508	2025	2025.5945											EDU	STUDENT						EDU			1	043	043	04	1	2.8	6	1	6	-1.50862068965518	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	20250807233000	https://www.aol.co.uk/news/international-student-levy-could-cost-230153165.html
1256334139	20250807	202508	2025	2025.5945											EDU	STUDENT						EDU			0	100	100	10	3	-5.0	10	1	10	3.30305532617672	0								1	Chile	CI	CI		-30	-71	CI	1	Chile	CI	CI		-30	-71	CI	20250807233000	https://www.finanznachrichten.de/nachrichten-2025-08/66125305-milliporesigma-catalyzing-change-in-chemistry-education-key-takeaways-from-the-2025-acs-green-chemistry-engineering-conference-200.htm
1256334140	20250807	202508	2025	2025.5945											ELI	ACTOR						ELI			1	036	036	03	1	4.0	3	1	3	5.0314465408805	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250807233000	https://www.nbcconnecticut.com/clear-the-shelters/how-to-watch-clear-the-shelters-tv-special-2025/3622060/
1256334141	20250807	202508	2025	2025.5945											GOV	CHIEF EXECUTIVE						GOV			1	0241	024	02	1	-0.3	6	1	6	-0.38834951456311	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250807233000	https://siliconangle.com/2025/08/07/trump-calls-intel-ceo-lip-bu-tan-step/
1256334142	20250807	202508	2025	2025.5945											GOV	FOREIGN SECRETARY						GOV			1	046	046	04	1	7.0	12	6	12	-1.00806451612904	0								4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	4	Chevening, Kent, United Kingdom	UK	UKG5	40117	51.2833	0.133333	-2592401	20250807233000	https://www.wiltsglosstandard.co.uk/news/national/25374317.david-lammy-host-jd-vance-us-vice-president-arrives-uk-holiday/
1256334143	20250807	202508	2025	2025.5945											GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	2	1	2	-1.22180451127819	0								4	Duntroon, Australian Capital Territory, Australia	AS	AS01	4940	-35.3	149.167	-1571047	4	Duntroon, Australian Capital Territory, Australia	AS	AS01	4940	-35.3	149.167	-1571047	20250807233000	https://www.canberratimes.com.au/story/9034938/adf-sees-growth-with-new-recruitment-strategies/
1256334144	20250807	202508	2025	2025.5945											GOV	FIRE DEPARTMENT						GOV			1	060	060	06	2	6.0	10	1	10	-0.50251256281407	0								3	Hospers, Iowa, United States	US	USIA	IA167	43.0719	-95.9045	457678	3	Hospers, Iowa, United States	US	USIA	IA167	43.0719	-95.9045	457678	20250807233000	https://kiwaradio.com/lights-sirens/iowa-dot-truck-destroyed-in-fire-near-hospers/
1256334145	20250807	202508	2025	2025.5945											HLH	NURSE						HLH			0	020	020	02	1	3.0	8	1	8	-0.91225021720243	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250807233000	https://www.thejournal.ie/investigates-fine-gael-nurse-agency-fees-6784617-Aug2025/
1256334146	20250807	202508	2025	2025.5945											HLH	NURSE						HLH			0	020	020	02	1	3.0	12	1	10	-0.91225021720243	0								5	South Dublin, County South Dublin, Ireland	EI	EI39	18288	53.2835	-6.4041	10934241	5	South Dublin, County South Dublin, Ireland	EI	EI39	18288	53.2835	-6.4041	10934241	20250807233000	https://www.thejournal.ie/investigates-fine-gael-nurse-agency-fees-6784617-Aug2025/
1256334147	20250807	202508	2025	2025.5945											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	2	1	2	-2.44150559511699	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	3	Fort Stewart, Georgia, United States	US	USGA		31.8627	-81.5176	326134	20250807233000	https://www.idahostatejournal.com/news/national/soldiers-hailed-as-heroes-for-tackling-armed-assailant-at-georgia-army-base/article_ad7abe6a-39ed-5285-a519-dd935920a885.html
1256334148	20250807	202508	2025	2025.5945											IND	DELHI	IND								0	036	036	03	1	4.0	2	1	2	-6.8452380952381	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Bhubaneswar, Orissa, India	IN	IN21	70219	20.2333	85.8333	-2091695	20250807233000	https://timesofindia.indiatimes.com/city/bhubaneswar/bjd-questions-shyni-absence-from-balasore-probe-investigation-on-track-bjp/articleshow/123173924.cms
1256334149	20250807	202508	2025	2025.5945											ITA	ITALY	ITA								0	014	014	01	1	0.0	4	1	4	-1.06544901065449	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250807233000	https://screenrant.com/the-buccaneers-season-2-ending-explained/
1256334150	20250807	202508	2025	2025.5945											JOR	JORDAN	JOR								1	050	050	05	1	3.5	10	1	10	-0.925925925925926	0								0								0								20250807233000	https://commercialobserver.com/2025/08/tyko-capital-jersey-city-apartments-loan/
1256334151	20250807	202508	2025	2025.5945											JPN	TOKYO	JPN								1	173	173	17	4	-5.0	2	1	2	6.28803245436106	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Mitake, Yamanashi, Japan	JA	JA46	36698	35.7667	138.55	-236682	20250807233000	https://www.finanznachrichten.de/nachrichten-2025-08/66125309-fedex-team-members-inspire-creativity-and-environmental-stewardship-in-children-through-nature-art-200.htm
1256334152	20250807	202508	2025	2025.5945											JPN	JAPAN	JPN								1	173	173	17	4	-5.0	2	1	2	6.28803245436106	0								1	United States	US	US		39.828175	-98.5795	US	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250807233000	https://www.finanznachrichten.de/nachrichten-2025-08/66125309-fedex-team-members-inspire-creativity-and-environmental-stewardship-in-children-through-nature-art-200.htm
1256334153	20250807	202508	2025	2025.5945											JUD	JUDICIARY						JUD			0	020	020	02	1	3.0	10	1	10	-6.72897196261682	0								3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	3	Baltimore, Maryland, United States	US	USMD	MD510	39.2904	-76.6122	597040	20250807233000	https://foxbaltimore.com/news/local/judges-reject-plea-for-courtroom-policy-change-as-postponement-concerns-persist
1256334154	20250807	202508	2025	2025.5945											JUD	LAWYER						JUD			1	190	190	19	4	-10.0	5	1	5	-5.42168674698795	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250807233000	https://www.dailymail.co.uk/money/markets/article-14981047/Top-lawyer-36bn-BHP-class-action-battle-shock-exit-ahead-ruling.html
1256334155	20250807	202508	2025	2025.5945											MED	WEBSITE						MED			0	061	061	06	2	6.4	10	1	10	1.19965724078835	0								0								0								20250807233000	https://www.howtogeek.com/microsoft-excel-power-user-know-these-tools/
1256334156	20250807	202508	2025	2025.5945											MIL	NAVAL						MIL			0	036	036	03	1	4.0	6	1	6	1.73102529960053	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20250807233000	https://www.executivegov.com/articles/trump-aukus-review-elbridge-colby-submarine-production
1256334157	20250807	202508	2025	2025.5945											MIL	ARMED FORCES						MIL			0	062	062	06	2	7.4	2	1	2	-1.22180451127819	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20250807233000	https://www.canberratimes.com.au/story/9034938/adf-sees-growth-with-new-recruitment-strategies/
1256334158	20250807	202508	2025	2025.5945											MIL	ARMED FORCES						MIL			0	062	062	06	2	7.4	8	1	8	-1.22180451127819	0								1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20250807233000	https://www.canberratimes.com.au/story/9034938/adf-sees-growth-with-new-recruitment-strategies/
1256334159	20250807	202508	2025	2025.5945											NRMUFO050	SCIENTOLOGY				NRM					1	130	130	13	3	-4.4	3	1	3	-7.06860706860707	0								3	Tampa Bay, Florida, United States	US	USFL		27.765	-82.5825	294169	3	Tampa Bay, Florida, United States	US	USFL		27.765	-82.5825	294169	20250807233000	https://www.dailystar.co.uk/news/latest-news/cops-make-15-word-foul-35694847
1256334160	20250807	202508	2025	2025.5945											OPP	PROTESTER						OPP			0	043	043	04	1	2.8	5	1	5	-6.113769271664	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20250807233000	https://www.westword.com/news/three-seniors-attacked-denver-after-latest-capitol-protest-25237206
1256334161	20250807	202508	2025	2025.5945											OPP	PROTESTER						OPP			1	111	111	11	3	-2.0	4	1	4	-6.113769271664	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20250807233000	https://www.westword.com/news/three-seniors-attacked-denver-after-latest-capitol-protest-25237206
1256334162	20250807	202508	2025	2025.5945											OPP	PROTESTER						OPP			1	111	111	11	3	-2.0	1	1	1	-6.113769271664	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250807233000	https://www.westword.com/news/three-seniors-attacked-denver-after-latest-capitol-protest-25237206
1256334163	20250807	202508	2025	2025.5945											PAKGOV	PAKISTAN	PAK					GOV			1	080	080	08	2	5.0	4	1	4	0.14306151645208	0								4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20250807233000	https://indianexpress.com/article/cities/ahmedabad/nothing-left-to-hold-me-back-now-doctor-who-came-from-pakistan-in-2009-granted-indian-citizenship-10176608/
1256334164	20250807	202508	2025	2025.5945											PSEREB	HAMAS	PSE					REB			0	190	190	19	4	-10.0	4	1	4	-7.35146022155086	0								1	Lebanon	LE	LE		33.833333	35.833333	LE	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250807233000	https://www.belgrade-news.com/news/briefs/media-deserve-our-contempt-huckabee-israel-backers-slam-news-coverage-of-gaza-war/article_a8be273f-5da6-4ea0-b9f5-9861f97a858a.html
1256334165	20250807	202508	2025	2025.5945											REL	BISHOP									1	040	040	04	1	1.0	12	1	6	-0.73664825046041	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250807233000	https://www.berkshireeagle.com/news/central_berkshires/dalton-select-board-meetings-senior-center/article_cd5675d7-c9a2-46a7-bfd1-f9d0519bb154.html
1256334166	20250807	202508	2025	2025.5945											USA	UNITED STATES	USA								1	030	030	03	1	4.0	4	1	4	-1.60183066361556	0								2	California, United States	US	USCA		36.17	-119.746	CA	1	Germany	GM	GM		51.5	10.5	GM	20250807233000	https://medicinehatnews.com/entertainment/entertainment-news/2025/08/07/lucasfilm-and-disney-settle-with-actor-gina-carano-following-her-firing-from-the-mandalorian/
